status,copyright,response.docs.abstract,response.docs.web_url,response.docs.snippet,response.docs.lead_paragraph,response.docs.source,response.docs.pub_date,response.docs.document_type,response.docs.news_desk,response.docs.section_name,response.docs.subsection_name,response.docs.type_of_material,response.docs._id,response.docs.word_count,response.docs.uri,response.docs.print_section,response.docs.print_page,response.meta.hits,response.meta.offset,response.meta.time
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The inquiry into Adm. Art McDonald comes amid a second, separate investigation into accusations that his predecessor engaged in sexual impropriety.",https://www.nytimes.com/2021/02/25/world/canada/art-mcdonald-investigation.html,"The inquiry into Adm. Art McDonald comes amid a second, separate investigation into accusations that his predecessor engaged in sexual impropriety.",OTTAWA — Canada’s top military officer temporarily stepped aside as chief of the defense staff after the military police opened an investigation into unspecified accusations against him.,The New York Times,2021-02-25T16:10:59+0000,article,Foreign,World,Canada,News,nyt://article/750cf20a-5ba9-58ee-b819-7f4fd6fc0166,769,nyt://article/750cf20a-5ba9-58ee-b819-7f4fd6fc0166,A,12,1546,870,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Was it U.F.O.s? Yeti? The K.G.B.? The riddle of who or what killed nine young hikers has inspired conspiracy theories for decades. Two scientists now say a natural disaster may be to blame.,https://www.nytimes.com/2021/02/25/world/europe/russia-dyatlov-pass-avalanche.html,Was it U.F.O.s? Yeti? The K.G.B.? The riddle of who or what killed nine young hikers has inspired conspiracy theories for decades. Two scientists now say a natural disaster may be to blame.,"MOSCOW — What drove nine experienced hikers, some barefoot and almost naked, out of their tent and into the subzero cold and the tomblike darkness of the Russian wilderness in 1959?",The New York Times,2021-02-25T15:13:19+0000,article,Foreign,World,Europe,News,nyt://article/75dc1078-754c-564d-86bf-62ad87dfda53,1352,nyt://article/75dc1078-754c-564d-86bf-62ad87dfda53,A,9,1546,870,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The force’s commissioner said everyone believed to be involved in the car bombing that killed Daphne Caruana Galizia was in custody. But a motive remains unclear.,https://www.nytimes.com/2021/02/25/world/europe/daphne-caruana-galizia-murder-malta.html,The force’s commissioner said everyone believed to be involved in the car bombing that killed Daphne Caruana Galizia was in custody. But a motive remains unclear.,"More than three years after a car bomb killed Malta’s best-known journalist and sent shock waves across Europe, the head of the Mediterranean island nation’s police force has declared that all those it believes to have been involved in the murder of Daphne Caruana Galizia have now been arrested.",The New York Times,2021-02-25T16:47:57+0000,article,Foreign,World,Europe,News,nyt://article/7cc7ed1a-4169-5726-bd7a-7cefafd8fac8,590,nyt://article/7cc7ed1a-4169-5726-bd7a-7cefafd8fac8,A,12,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A wave of corruption scandals is exposing how the powerful and well-connected in South America jumped the line to get vaccines early. Public dismay is turning into anger.,https://www.nytimes.com/2021/02/25/world/americas/covid-south-america-vaccine-corruption.html,A wave of corruption scandals is exposing how the powerful and well-connected in South America jumped the line to get vaccines early. Public dismay is turning into anger.,"LIMA, Peru — The hope brought by the arrival of the first vaccines in South America is hardening into anger as inoculation campaigns have spiraled into scandal, cronyism and corruption, rocking national governments and sapping trust in the political establishment.",The New York Times,2021-02-25T10:00:26+0000,article,Foreign,World,Americas,News,nyt://article/7d680366-d7a2-5138-be9c-0d5445c812f2,1258,nyt://article/7d680366-d7a2-5138-be9c-0d5445c812f2,A,1,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The crowdsourced guide collects anonymous gripes and pins every grievance on an interactive map, creating a record of the irritating sounds and sights of Japan.",https://www.nytimes.com/2021/02/25/world/asia/japan-noise-map.html,"The crowdsourced guide collects anonymous gripes and pins every grievance on an interactive map, creating a record of the irritating sounds and sights of Japan.","Noisy children skateboarding on the streets. Couples arguing in their homes. People gathered on the sidewalk, gossiping for long hours. Some people would describe these activities as noise pollution. A new website in Japan has put perpetrators on a map, spurring debate about those who disturb the peace.",The New York Times,2021-02-25T07:59:07+0000,article,Foreign,World,Asia Pacific,News,nyt://article/7fc6de5b-6ce2-58fc-a68a-914742baa85b,1119,nyt://article/7fc6de5b-6ce2-58fc-a68a-914742baa85b,A,11,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"A group of generals called for the resignation of the prime minister, Nikol Pashinyan, in a dispute that has its roots in a humiliating loss in a war last year.",https://www.nytimes.com/2021/02/25/world/europe/armenia-coup-pashinyan.html,"A group of generals called for the resignation of the prime minister, Nikol Pashinyan, in a dispute that has its roots in a humiliating loss in a war last year.","MOSCOW — Armenia, which lost a bloody war with its neighbor Azerbaijan last fall, slipped on Thursday into a political crisis after what its prime minister called an “attempted military coup.”",The New York Times,2021-02-25T16:41:00+0000,article,Foreign,World,Europe,News,nyt://article/a4c05215-88a7-5272-9f36-cbf4b42b214d,615,nyt://article/a4c05215-88a7-5272-9f36-cbf4b42b214d,A,9,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,A woman set fire to her tent on the island of Lesbos in a suicide attempt after her family’s relocation to Germany was delayed.,https://www.nytimes.com/2021/02/25/world/europe/lesbos-greece-refugee-arson.html,A woman set fire to her tent on the island of Lesbos in a suicide attempt after her family’s relocation to Germany was delayed.,"ATHENS — An Afghan woman is facing arson charges after trying to burn herself to death at a migrants camp on the Greek island of Lesbos this week, officials said on Thursday.",The New York Times,2021-02-25T15:39:48+0000,article,Foreign,World,Europe,News,nyt://article/e774221e-4453-53da-8e60-963c20387857,759,nyt://article/e774221e-4453-53da-8e60-963c20387857,A,10,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"An operation to supply billions of coronavirus vaccine doses to poorer countries has started. But as rich countries buy most of the available supply, stark inequalities remain.",https://www.nytimes.com/2021/02/24/world/africa/covax-vaccine-inequality.html,"An operation to supply billions of coronavirus vaccine doses to poorer countries has started. But as rich countries buy most of the available supply, stark inequalities remain.","DAKAR, Senegal — A long-awaited global sharing program designed to make vaccine access more equal began on Wednesday, when hundreds of thousands of doses arrived in the West African nation of Ghana — the first of two billion that organizers hope to deliver worldwide this year.",The New York Times,2021-02-24T22:20:56+0000,article,Foreign,World,Africa,News,nyt://article/efdf2b00-832b-532f-acd4-e771b47f2158,1064,nyt://article/efdf2b00-832b-532f-acd4-e771b47f2158,A,7,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Ghana on Wednesday became the first country to receive a shipment of coronavirus vaccines through the World Health Organization’s Covax distribution program.,https://www.nytimes.com/video/world/africa/100000007623218/ghana-covax-coronavirus-vaccine.html,Ghana on Wednesday became the first country to receive a shipment of coronavirus vaccines through the World Health Organization’s Covax distribution program.,Ghana on Wednesday became the first country to receive a shipment of coronavirus vaccines through the World Health Organization’s Covax distribution program.,The New York Times,2021-02-25T02:58:08+0000,multimedia,,World,Africa,Video,nyt://video/680614e9-7aab-5d6c-b02d-e4a3cb0ab39f,0,nyt://video/680614e9-7aab-5d6c-b02d-e4a3cb0ab39f,NA,NA,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Heightened restrictions on social interaction have caused the rates of Covid-19 cases to fall in Europe. But the World Health Organization cautioned that new cases were still 10 times as high as they were last May.,https://www.nytimes.com/video/world/europe/100000007624444/who-coronavirus-europe.html,Heightened restrictions on social interaction have caused the rates of Covid-19 cases to fall in Europe. But the World Health Organization cautioned that new cases were still 10 times as high as they were last May.,Heightened restrictions on social interaction have caused the rates of Covid-19 cases to fall in Europe. But the World Health Organization cautioned that new cases were still 10 times as high as they were last May.,The New York Times,2021-02-25T20:17:16+0000,multimedia,,World,Europe,Video,nyt://video/f1d6f8bb-cf82-5bae-816c-2053428d3596,0,nyt://video/f1d6f8bb-cf82-5bae-816c-2053428d3596,NA,NA,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Years after the Grenfell Tower fire in London killed 72 people, disabled residents of high-rises worry whether they would be able to evacuate if needed. “We’ve been an afterthought,” one activist says.",https://www.nytimes.com/2021/02/24/world/europe/grenfell-fire-disabled.html,"Years after the Grenfell Tower fire in London killed 72 people, disabled residents of high-rises worry whether they would be able to evacuate if needed. “We’ve been an afterthought,” one activist says.","LONDON — Like many across England, Sarah Rennie has lost sleep worrying about her building catching fire, especially since inspectors discovered that the high-rise is wrapped in a flammable material similar to the one that fueled the deadly blaze at London’s Grenfell Tower in 2017.",The New York Times,2021-02-24T09:19:34+0000,article,Foreign,World,Europe,News,nyt://article/2e102b5a-b947-5f90-9fb0-e2b68f50e250,1263,nyt://article/2e102b5a-b947-5f90-9fb0-e2b68f50e250,A,9,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Brittany Higgins has filed a formal police report against a former government employee who she said raped her in Australia’s Parliament House in 2019, roiling the government.",https://www.nytimes.com/2021/02/24/world/australia/australia-parliament-house-rape-claim.html,"Brittany Higgins has filed a formal police report against a former government employee who she said raped her in Australia’s Parliament House in 2019, roiling the government.","MELBOURNE, Australia — When a government employee first went to the police two years ago with claims of being raped in Australia’s Parliament building, she dropped the case, fearful of losing her job. Two years later, she decided to speak out publicly, prompting a political fallout that emboldened her on Wednesday to file an official police report.",The New York Times,2021-02-24T10:28:33+0000,article,Foreign,World,Australia,News,nyt://article/351f65ff-9aae-50e2-af28-4b63cc278ee5,1067,nyt://article/351f65ff-9aae-50e2-af28-4b63cc278ee5,A,10,1546,880,11
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Eyad al-Gharib, a former secret police officer, was sentenced to four and a half years in prison in a case that rights groups have hailed as a landmark.",https://www.nytimes.com/2021/02/24/world/middleeast/germany-court-syria-war-crimes.html,"Eyad al-Gharib, a former secret police officer, was sentenced to four and a half years in prison in a case that rights groups have hailed as a landmark.","BEIRUT, Lebanon — A court in Germany convicted a former Syrian secret police officer on Wednesday of aiding and abetting crimes against humanity for his role in arresting and transporting protesters to an interrogation center known for torture nearly a decade ago.",The New York Times,2021-02-24T09:40:11+0000,article,Foreign,World,Middle East,News,nyt://article/390b7981-84ad-52f5-a06a-97baf38ba073,907,nyt://article/390b7981-84ad-52f5-a06a-97baf38ba073,A,9,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Scuba divers are working to retrieve coffins from the sea, but many more are buried under the debris of the landslide.",https://www.nytimes.com/2021/02/24/world/europe/italian-cemetery-landslide.html,"Scuba divers are working to retrieve coffins from the sea, but many more are buried under the debris of the landslide.","ROME — A landslide carried away a cemetery on the edge of a cliff in the northern Italian region of Liguria, scattering about 200 coffins and bodies across a hillside and into the Mediterranean Sea.",The New York Times,2021-02-24T18:11:53+0000,article,Foreign,World,Europe,News,nyt://article/3c246690-3068-51ba-a7bd-ee783e0bc729,571,nyt://article/3c246690-3068-51ba-a7bd-ee783e0bc729,A,12,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The environmental damage is being called one of Israel’s worst ecological disasters in decades. “I feel like I want to cry,” said an official. “It’s everywhere.”",https://www.nytimes.com/2021/02/23/world/middleeast/israel-oil-spill-mystery.html,"The environmental damage is being called one of Israel’s worst ecological disasters in decades. “I feel like I want to cry,” said an official. “It’s everywhere.”",JERUSALEM — A large oil spill from an unknown source has devastated sea life in the Mediterranean and spewed tons of tar across more than 100 miles of coastline from Israel to southern Lebanon in what Israeli officials are calling one of the worst ecological disasters in decades.,The New York Times,2021-02-23T23:27:30+0000,article,Foreign,World,Middle East,News,nyt://article/7544a2f1-fb1d-51a7-a8a4-993a03dc21ee,843,nyt://article/7544a2f1-fb1d-51a7-a8a4-993a03dc21ee,A,14,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Senator Jack Reed said he favored seeking an extension of the May 1 deadline for withdrawing troops that President Donald Trump and the Taliban negotiated last year.,https://www.nytimes.com/2021/02/24/world/asia/afghan-troops-withdrawal-senator-reed.html,Senator Jack Reed said he favored seeking an extension of the May 1 deadline for withdrawing troops that President Donald Trump and the Taliban negotiated last year.,WASHINGTON — The new chairman of the Senate Armed Services Committee said on Wednesday that the Biden administration should not withdraw all U.S. forces from Afghanistan to meet a May 1 deadline negotiated by the Trump administration and the Taliban.,The New York Times,2021-02-24T19:06:27+0000,article,Washington,World,Asia Pacific,News,nyt://article/762e0422-8934-565c-8f03-70cb33df0745,751,nyt://article/762e0422-8934-565c-8f03-70cb33df0745,A,12,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,Lawmakers from parties aligned against the government have vowed to continue a boycott of Parliament until Nika Melia is released from police custody.,https://www.nytimes.com/2021/02/24/world/europe/georgia-opposition-leader-arrest.html,Lawmakers from parties aligned against the government have vowed to continue a boycott of Parliament until Nika Melia is released from police custody.,MOSCOW — Major opposition parties in the South Caucasus nation of Georgia vowed on Wednesday to boycott Parliament until the government releases a prominent opponent detained recently.,The New York Times,2021-02-24T17:00:54+0000,article,Foreign,World,Europe,News,nyt://article/97f6eb52-7622-51c5-bf3c-084a13e018ad,533,nyt://article/97f6eb52-7622-51c5-bf3c-084a13e018ad,A,10,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The government, strongly tied to the military, is blocking inquiries into wartime atrocities, undermining efforts to learn the fates of thousands of missing people.",https://www.nytimes.com/2021/02/24/world/asia/sri-lanka-missing-UN.html,"The government, strongly tied to the military, is blocking inquiries into wartime atrocities, undermining efforts to learn the fates of thousands of missing people.","The families of the missing hold small roadside sit-ins or canvass the scarred villages of Sri Lanka’s ravaged north, hugging photos of the tens of thousands who disappeared during the country’s brutal civil war. In each place, the parents and grandparents ask the authorities a simple question: Where are our children?",The New York Times,2021-02-24T07:12:49+0000,article,Foreign,World,Asia Pacific,News,nyt://article/9c4ee364-70a7-5e7b-80b6-4f92ba75ae93,1256,nyt://article/9c4ee364-70a7-5e7b-80b6-4f92ba75ae93,A,10,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"More than 60 prisoners were killed in gruesome violence, some of it videotaped and posted online, that the authorities tied to the drug trade.",https://www.nytimes.com/2021/02/23/world/americas/ecuador-prison-riots.html,"More than 60 prisoners were killed in gruesome violence, some of it videotaped and posted online, that the authorities tied to the drug trade.","QUITO, Ecuador — More than 60 inmates were killed Tuesday in the worst prison riots in Ecuador’s history, as rival gangs battled for control of the country’s growing drug trade.",The New York Times,2021-02-23T23:35:31+0000,article,Foreign,World,Americas,News,nyt://article/9db9040b-db32-5665-8d7b-673beda9ad05,424,nyt://article/9db9040b-db32-5665-8d7b-673beda9ad05,A,10,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The decline indicated that methods for fighting the coronavirus have also been effective at curbing other illnesses.,https://www.nytimes.com/2021/02/24/world/asia/japan-deaths.html,The decline indicated that methods for fighting the coronavirus have also been effective at curbing other illnesses.,"TOKYO — Deaths in Japan fell last year for the first time in more than a decade, a jarring contrast to the huge death tolls suffered by many countries in the pandemic and a signal that Japan’s coronavirus measures have had positive spillover effects.",The New York Times,2021-02-24T08:44:20+0000,article,Foreign,World,Asia Pacific,News,nyt://article/aa00aef2-1ba1-5dd0-9c07-27c2eb71e03b,618,nyt://article/aa00aef2-1ba1-5dd0-9c07-27c2eb71e03b,A,7,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,The donations will go to nations like the Czech Republic and Honduras that pledged to move diplomats to Jerusalem. Critics say Israel has an obligation to inoculate Palestinians under its occupation.,https://www.nytimes.com/2021/02/23/world/middleeast/israel-palestinians-vaccine-diplomacy.html,The donations will go to nations like the Czech Republic and Honduras that pledged to move diplomats to Jerusalem. Critics say Israel has an obligation to inoculate Palestinians under its occupation.,"JERUSALEM — The Israeli government has pledged to send thousands of spare coronavirus vaccines to foreign allies, reigniting a debate about Israel’s responsibilities to people closer to home: Palestinians living under Israeli occupation.",The New York Times,2021-02-23T22:45:59+0000,article,Foreign,World,Middle East,News,nyt://article/c2447dda-ab4a-5cf7-9246-65f10755d31d,719,nyt://article/c2447dda-ab4a-5cf7-9246-65f10755d31d,A,6,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Through new lesson plans and expensive publishing projects, the government hopes to teach future generations a curated lesson about the city’s past.",https://www.nytimes.com/2021/02/24/world/asia/hong-kong-national-security-law-education.html,"Through new lesson plans and expensive publishing projects, the government hopes to teach future generations a curated lesson about the city’s past.","HONG KONG — The orders seemed innocuous, even obvious: Primary school students in Hong Kong should read picture books about Chinese traditions and learn about famous sites such as the Forbidden City in Beijing or the Great Wall.",The New York Times,2021-02-24T17:24:30+0000,article,Foreign,World,Asia Pacific,News,nyt://article/e52e5535-157c-5cc4-9261-c8909dce066e,1474,nyt://article/e52e5535-157c-5cc4-9261-c8909dce066e,A,1,1546,890,9
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Some in China hailed the divorce court case as a breakthrough, but many noted that full-time nannies are paid far more.",https://www.nytimes.com/2021/02/24/world/asia/china-wife-housework.html,"Some in China hailed the divorce court case as a breakthrough, but many noted that full-time nannies are paid far more.","A Chinese divorce court has ordered a husband to pay his wife more than $7,700 in compensation for the housework she performed during five years of marriage, in a landmark decision that activists hope will lead to greater protections for women in China.",The New York Times,2021-02-24T16:54:01+0000,article,Foreign,World,Asia Pacific,News,nyt://article/fa4fcc8b-7e2a-51c0-88bc-4f5f023952d9,510,nyt://article/fa4fcc8b-7e2a-51c0-88bc-4f5f023952d9,B,6,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"On Tuesday, President Biden and Prime Minister Justin Trudeau of Canada held a joint news conference in which they emphasized working together against climate change.",https://www.nytimes.com/video/world/canada/100000007621676/biden-trudeau-climate-change.html,"On Tuesday, President Biden and Prime Minister Justin Trudeau of Canada held a joint news conference in which they emphasized working together against climate change.","On Tuesday, President Biden and Prime Minister Justin Trudeau of Canada held a joint news conference in which they emphasized working together against climate change.",AP,2021-02-24T14:27:45+0000,multimedia,,World,Canada,Video,nyt://video/d4708d27-d7a0-5583-9e94-a098e9998cb3,0,nyt://video/d4708d27-d7a0-5583-9e94-a098e9998cb3,NA,NA,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Critics see an old trick, a phony opposition group blessed by the Kremlin as an alternative to the movement spawned by Aleksei A. Navalny.",https://www.nytimes.com/2021/02/23/world/europe/russia-opposition-navalny.html,"Critics see an old trick, a phony opposition group blessed by the Kremlin as an alternative to the movement spawned by Aleksei A. Navalny.","MOSCOW — President Vladimir V. Putin has made it clear that he doesn’t tolerate dissent, but one new opposition party has flourished.",The New York Times,2021-02-23T21:14:10+0000,article,Foreign,World,Europe,News,nyt://article/01c5bbce-8754-503e-b013-43d349f30135,1017,nyt://article/01c5bbce-8754-503e-b013-43d349f30135,A,9,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Job losses, urban isolation, household burdens: Covid-19 has compounded the pressures on women, raising alarms in a country that has worked to reduce some of the world’s highest suicide rates.",https://www.nytimes.com/2021/02/22/world/asia/japan-women-suicide-coronavirus.html,"Job losses, urban isolation, household burdens: Covid-19 has compounded the pressures on women, raising alarms in a country that has worked to reduce some of the world’s highest suicide rates.","TOKYO — Not long after Japan ramped up its fight against the coronavirus last spring, Nazuna Hashimoto started suffering panic attacks. The gym in Osaka where she worked as a personal trainer suspended operations, and her friends were staying home at the recommendation of the government.",The New York Times,2021-02-23T01:00:10+0000,article,Foreign,World,Asia Pacific,News,nyt://article/1f1f370e-b08c-5719-93b3-e5bd4935a5ca,1694,nyt://article/1f1f370e-b08c-5719-93b3-e5bd4935a5ca,A,1,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"South African authorities said that for now they were treating the case as a robbery, but the political allies of the man who was shot, Seif Bamporiki, had their suspicions of an assassination.",https://www.nytimes.com/2021/02/22/world/africa/rwanda-seif-bamporiki-killing.html,"South African authorities said that for now they were treating the case as a robbery, but the political allies of the man who was shot, Seif Bamporiki, had their suspicions of an assassination.","CAPE TOWN, South Africa — A Rwandan opposition figure was shot and killed in South Africa on Sunday in what the police said was most likely a robbery but that political allies said resembled earlier assassinations of government critics.",The New York Times,2021-02-22T22:40:16+0000,article,Foreign,World,Africa,News,nyt://article/29018b75-4536-5fbf-980c-03a74edd0346,804,nyt://article/29018b75-4536-5fbf-980c-03a74edd0346,A,11,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"As the military seized power again, the generals moved quickly to take the country offline, criminalize online dissent and block social media.",https://www.nytimes.com/2021/02/23/world/asia/myanmar-coup-firewall-internet-china.html,"As the military seized power again, the generals moved quickly to take the country offline, criminalize online dissent and block social media.","The Myanmar soldiers descended before dawn on Feb. 1, bearing rifles and wire cutters. At gunpoint, they ordered technicians at telecom operators to switch off the internet. For good measure, the soldiers snipped wires without knowing what they were severing, according to an eyewitness and a person briefed on the events.",The New York Times,2021-02-23T12:41:40+0000,article,Foreign,World,Asia Pacific,News,nyt://article/2ab9cd7d-86a4-5e2f-b985-b5899fa5fffc,1296,nyt://article/2ab9cd7d-86a4-5e2f-b985-b5899fa5fffc,A,12,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"A half-million doses arrived this month in Afghanistan, where many insist the virus isn’t real and vaccines aren’t needed. Those who want the vaccine fear that only the well-connected will receive it.",https://www.nytimes.com/2021/02/23/world/asia/afghanistan-vaccine-corruption.html,"A half-million doses arrived this month in Afghanistan, where many insist the virus isn’t real and vaccines aren’t needed. Those who want the vaccine fear that only the well-connected will receive it.","KABUL, Afghanistan — Afghanistan, whose citizens have largely brushed aside the coronavirus pandemic as exaggerated or an outright hoax, is now preparing to distribute its first batch of vaccines.",The New York Times,2021-02-23T16:01:46+0000,article,Foreign,World,Asia Pacific,News,nyt://article/42ee157f-146f-52e5-b548-2b7d8b1aeeb7,1084,nyt://article/42ee157f-146f-52e5-b548-2b7d8b1aeeb7,A,6,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Disha Ravi, an activist associated with Greta Thunberg, was charged after sharing a protest manual with farmers who were demonstrating against Prime Minister Narendra Modi’s government.",https://www.nytimes.com/2021/02/23/world/asia/india-bail-disha-ravi.html,"Disha Ravi, an activist associated with Greta Thunberg, was charged after sharing a protest manual with farmers who were demonstrating against Prime Minister Narendra Modi’s government.",A Indian court on Tuesday granted bail to a climate activist who was charged with sedition after distributing a document intended to help protesting farmers organize.,The New York Times,2021-02-23T13:27:16+0000,article,Foreign,World,Asia Pacific,News,nyt://article/46e544b6-aed9-5734-9e27-2ff4d1f7c637,359,nyt://article/46e544b6-aed9-5734-9e27-2ff4d1f7c637,NA,NA,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The decision was a blow to the country’s prime minister, who dissolved the legislature after a protracted internal dispute within his ruling Nepal Communist Party.",https://www.nytimes.com/2021/02/23/world/asia/nepal-parliament-dissolved.html,"The decision was a blow to the country’s prime minister, who dissolved the legislature after a protracted internal dispute within his ruling Nepal Communist Party.","KATHMANDU, Nepal — Nepal’s Supreme Court on Tuesday ruled that the country’s Parliament, which was dissolved in December by the country’s prime minister, must be reconvened, pushing the Himalayan nation into another round of political instability.",The New York Times,2021-02-23T18:09:34+0000,article,Foreign,World,Asia Pacific,News,nyt://article/49c062ce-f7a6-5222-9a0d-4eb37f7ae706,464,nyt://article/49c062ce-f7a6-5222-9a0d-4eb37f7ae706,NA,NA,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The killings sparked deep emotions and outrage in Italy, which has been under strain from both the pandemic and political turmoil.",https://www.nytimes.com/2021/02/23/world/europe/italy-mourns-ambassador-bodyguard-congo.html,"The killings sparked deep emotions and outrage in Italy, which has been under strain from both the pandemic and political turmoil.","Italians on Tuesday mourned the death of Luca Attanasio, the Italian ambassador to the Democratic Republic of Congo, who was killed in an ambush with his bodyguard and their driver while taking part in a humanitarian convoy with the World Food Program.",The New York Times,2021-02-23T19:30:12+0000,article,Foreign,World,Europe,News,nyt://article/4b251a91-ca5a-53b2-bf25-4ba6c101a5e4,681,nyt://article/4b251a91-ca5a-53b2-bf25-4ba6c101a5e4,A,13,1546,900,12
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"After a decade of war, the biggest threat now to President Bashar al-Assad is an economic crisis. But at a recent meeting, he had no concrete solutions to his country’s extreme distress.",https://www.nytimes.com/2021/02/23/world/middleeast/syria-assad-economy-food.html,"After a decade of war, the biggest threat now to President Bashar al-Assad is an economic crisis. But at a recent meeting, he had no concrete solutions to his country’s extreme distress.","BEIRUT, Lebanon — In a private meeting with pro-government journalists, President Bashar al-Assad was asked about Syria’s economic meltdown: the currency collapse that has gutted salaries, the skyrocketing prices for basic goods and the chronic shortages of fuel and bread.",The New York Times,2021-02-23T16:23:11+0000,article,Foreign,World,Middle East,News,nyt://article/6573c3ba-05c4-5cda-a99b-380339ccd53a,1467,nyt://article/6573c3ba-05c4-5cda-a99b-380339ccd53a,A,1,1546,910,37
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"Fighting intensified in the last quarter of 2020, after talks between the Afghan government and Taliban began. Before then, it had been a less deadly year than before.",https://www.nytimes.com/2021/02/23/world/asia/afghanistan-civilian-casualties.html,"Fighting intensified in the last quarter of 2020, after talks between the Afghan government and Taliban began. Before then, it had been a less deadly year than before.","KABUL, Afghanistan — Civilian casualties rose sharply in Afghanistan after peace negotiations between the government and the Taliban began in September, even as overall deaths and injuries dropped during 2020 compared with the previous year, the United Nations reported Tuesday.",The New York Times,2021-02-23T06:01:06+0000,article,Foreign,World,Asia Pacific,News,nyt://article/ec50dbab-c34d-5fe5-985c-2ef9c87f1cba,879,nyt://article/ec50dbab-c34d-5fe5-985c-2ef9c87f1cba,A,10,1546,910,37
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"The central government is likely to bypass local officials, just as it did with last year’s national security law.",https://www.nytimes.com/2021/02/23/world/asia/china-hong-kong-elections.html,"The central government is likely to bypass local officials, just as it did with last year’s national security law.",BEIJING — China’s Communist Party already wields outsized influence over Hong Kong’s political landscape. Its allies have long controlled a committee that handpicks the territory’s leader. Its loyalists dominate the Hong Kong legislature. It ousted four of the city’s elected opposition lawmakers last year.,The New York Times,2021-02-23T13:05:15+0000,article,Foreign,World,Asia Pacific,News,nyt://article/fdfd259e-14c6-57ed-b921-2b07e708a1c0,1208,nyt://article/fdfd259e-14c6-57ed-b921-2b07e708a1c0,A,9,1546,910,37
OK,Copyright (c) 2021 The New York Times Company. All Rights Reserved.,"For the first time in the Franco-Belgian comic book classic, Black characters have full-fledged roles and are drawn without the racist depictions that marred the genre.",https://www.nytimes.com/2021/02/22/world/europe/lucky-luke-comic-france.html,"For the first time in the Franco-Belgian comic book classic, Black characters have full-fledged roles and are drawn without the racist depictions that marred the genre.","PARIS — A few years ago, Julien Berjeaut was a cartoonist coming off a hit series when he received the rarest of offers in the French-speaking world: taking over a comic book classic, Lucky Luke.",The New York Times,2021-02-22T08:00:10+0000,article,Foreign,World,Europe,News,nyt://article/0790a210-e179-55e4-91dd-9bd9010e583b,1492,nyt://article/0790a210-e179-55e4-91dd-9bd9010e583b,A,7,1546,910,37
